Job Title,Job Description,Job Location,Employer Brand Name,Salary Lower Range,Salary Upper Range,Shift Timings,Calling Hours,Accommodation Provided,English Proficiency,Additional Perks,Active,Create Date,Job Post Id,Employer Id
F&B Controller,"- Oversee the financial operations of the F&B department. 
- Monitor and analyze financial performance, including revenue, costs, and budgets. 
- Develop and implement financial controls and procedures. 
- Coordinate with purchasing and inventory management for cost control. 
- Prepare financial reports and provide analysis to management. 
- Ensure compliance with accounting principles and internal policies.",Ahmedabad,Kovallam,20000.00,30000.00,01:00 PM - 11:00 PM, - ,true,BEGINNER,Food & accommodation provided,false,2025-02-10 10:14:05.125,0cfa521c-6784-454d-92ad-20803e494a84,ec22b2fb-39d1-4334-b28b-7dfbbad63639
Restaurant Manager/Outlet Manager,"- Oversee overall restaurant/venue operations, including staff, customer service, and profitability. 
- Develop and implement business strategies to meet goals. 
- Maintain quality standards, cleanliness, 
and adherence to regulations. 
- Manage budgets, analyze financial reports, and control costs.",Nadiad,Lotus Bistro Lounge,16000.00,22000.00,10:00 AM - 11:00 PM, - ,true,GOOD,"STAY
FOOD
1 WEEK OFF",false,2024-04-01 14:28:31.8,0d042a29-e6ef-44b6-a935-c4a2f6113e6f,7230dd2f-d0f6-4ed0-8b95-c4d8b536da3f
Kitchen Helper,"- Assist in food preparation, such as chopping vegetables and preparing ingredients. 
- Assist in cooking and assembling dishes. ",Ahmedabad,Candle Light Date N Dinner Restaurant ,10000.00,12000.00,11:00 AM - 11:00 PM, - ,false,BEGINNER,11 to 3 and 6 to 11,true,2024-10-14 14:29:44.745,0d4474c8-a8e9-469e-a593-cacf13d96f5e,6d04926e-2725-4e78-998f-33eaf85ccc99
Waiter / Steward,"- Provide attentive customer service and take orders accurately. 
- Serve food and beverages promptly. 
- Ensure customer satisfaction and handle any inquiries or issues. 
- Set up and clean dining area for service.",Ahmedabad,Hotel flourish international ,10000.00,14000.00,11:00 AM - 09:00 PM, - ,true,BEGINNER,We provide you food and air conditioning accommodation. ,true,2025-03-22 06:31:43.073,0d50be22-d1f1-414c-897a-a0a6ba850f63,d15af900-85bb-4cf5-ab46-01a2929e00f4
Kitchen Helper,"- Assist in food preparation, such as chopping vegetables and preparing ingredients. 
- Assist in cooking and assembling dishes. 
- Clean and sanitize kitchen utensils, equipment, and work areas. 
- Follow food safety and hygiene standards. 
- Receive and store incoming supplies and ingredients.",Ahmedabad,The Espresso Bistro,10000.00,20000.00,08:00 AM - 12:00 PM, - ,true,BEGINNER,Health insurance & 3 times food,false,2023-10-03 00:00:00.0,0d753126-dae2-4181-9ade-c03922b04438,002eeb18-763d-4f1f-a2ea-5e43273b2e74
Indian (Curry) Chef (Commi),"- Prepare and cook a variety of Indian curry dishes, including biryanis, curries, and kebabs.
- Ensure authentic flavors and high-quality presentation.
- Maintain cleanliness and organization in the Indian curry kitchen section.
- Collaborate with other chefs for coordinated service.","Motera Gandhinagar, Ahmedabad",HOCCO KITCHEN,18000.00,23000.00,11:00 AM - 11:00 PM,10:00 AM - 07:00 PM,true,BEGINNER,,false,2024-12-10 11:44:55.454,0d7aeb15-4400-4565-b8b6-67da805b5f76,3b374c9e-37b3-4ae1-bc8e-8b2aac4216e2
Barista,"- Prepare and serve a variety of coffee and other beverages. 
- Take customer orders and provide personalized recommendations. 
- Operate coffee machines and maintain cleanliness. 
- Handle cash transactions and maintain inventory.","Bandra West, Mumbai",Noa by Nutcracker,21000.00,23000.00, - , - ,false,GOOD,Food,true,2024-12-17 13:11:02.79,0d8e10b9-9487-40ce-86fe-2ab2fe55d947,43d96f3a-ceba-49a3-95b9-e1fb63b9aed6
Gujarati Chef,"- Prepare and cook authentic Gujarati dishes. 
- Develop and execute Gujarati menu items. 
- Ensure the use of traditional Gujarati spices and techniques. 
- Maintain food quality and presentation standards.","Navrangpura, Ahmedabad",Kamla,17000.00,22000.00, - ,10:00 AM - 8:00 PM,false,BEGINNER,,false,2023-09-22 00:00:00.0,0e0e94c1-fcff-4812-8957-8692bd9c1951,d6acfa41-e1f3-4161-b442-3fd825f976fe
Bartender,"- Mix and serve a variety of drinks or beverages. 
- Take orders, engage with customers, and make recommendations. 
- Ensure accurate billing and handle cash transactions. 
- Maintain bar cleanliness and inventory.",Ahmedabad,THE PENTHOUSE - BY NOVELCHEF,15000.00,18000.00,11:00 AM - 11:00 PM, - ,false,BEGINNER,,false,2024-03-22 05:49:09.589,0e74ad2b-e0fc-4644-8a34-9040e55b6aef,0b4c7150-1bb2-4cba-beb8-be8487ec29db
Back of House Manager/Kitchen Manager,"- Oversee kitchen operations, including food preparation, cooking, and inventory management.
- Train and manage kitchen staff, ensuring quality and efficiency.
- Maintain cleanliness and adhere to health and safety standards.
- Collaborate with front-of-house staff for seamless service.","Manesar,Gurgaon",Sukhasha F&B,15000.00,20000.00,09:00 PM - 06:00 AM, - ,true,BEGINNER,"Free stay and food in canteen.
Job role-Night supervisor in Canteen",true,2025-07-02 17:04:26.757,0ed52801-04d7-40c8-a1df-862f595394fa,9411f067-e514-46ba-80c2-b296af6dc59e
Host/Hostess,"- Greet and seat guests, manage reservations, and handle waitlists. 
- Provide accurate wait time estimates and manage table assignments. 
- Assist in maintaining cleanliness and organization in the dining area. 
- Ensure a warm and welcoming atmosphere for guests.","Assagao, Goa",Izumi,22000.00,24000.00, - ,10:00 AM - 8:00 PM,true,EXPERT,Tips,false,2024-02-19 00:00:00.0,0f37d34b-dfb0-451a-9e4d-a78c9d33b22b,d087ed70-aada-4121-9dda-bafabe1eb771
Waiter / Steward,"- Provide attentive customer service and take orders accurately. 
- Serve food and beverages promptly. 
- Ensure customer satisfaction and handle any inquiries or issues. 
- Set up and clean dining area for service.",Jaipur,Native Cocktail Room Jaipur,18000.00,25000.00,01:00 PM - 10:00 PM,09:00 AM - 07:00 PM,true,GOOD,,true,2024-10-24 06:50:52.679,0f39da87-c92d-4791-85c0-2f7b9b45083e,e1827155-8ddc-400f-8bac-02ba5e81793f
Housekeeping Guest Service Associate (GSA),"- Clean and sanitize guest rooms to meet high standards. 
- Replenish amenities, change linens, and make beds. 
- Ensure cleanliness and orderliness in public areas. 
- Report maintenance issues promptly. 
- Respond to guest requests promptly and maintain a guest-centric approach.",Surat,Marriott International ,17500.00,20000.00,08:00 AM - 06:00 PM,09:00 AM - 05:00 PM,false,BEGINNER,Bonus @20% and all statutory complied,false,2024-04-18 04:04:41.796,0f83cc0d-88ea-4395-b6ba-78f616d6d377,63bd7ad2-b87c-4d19-9d2a-56e6abe5594b
Shift Manager / Shift Supervisor,"- Ensure timely preparation and delivery of orders. 
- Coordinate between the kitchen and front of house staff. 
- Lead and manage the team on shift.. 
- Billing & settlements 
- Manage timing and efficiency of food preparation. 
- Handle communication and troubleshooting during service.","Hinjewadi, Pune",Good Flippin Burgers,20000.00,22000.00, - , - ,false,BEGINNER,Bonus + Incentives,true,2024-12-27 08:30:13.607,0fec50ca-175a-4e94-9d7b-0f637b3a1e2b,de4ce4ff-e928-4e67-98c7-65e7730aa346
Crew Member,"- Assist in food preparation, cooking, and assembly. 
- Serve customers with a friendly and efficient attitude. 
- Clean and maintain the dining area and equipment. 
- Follow food safety and hygiene standards.",Shela,Tea Post,11000.00,12500.00,11:00 AM - 11:00 PM,09:00 AM - 08:00 PM,true,BEGINNER,,false,2024-10-09 11:44:04.461,0feca0fa-dea1-46bb-8faa-42599c385956,e94b9563-f0ce-47ad-a622-5ec4838b33b9
Sales Executive,"- Identify and prospect corporate clients and event planners. 
- Build and maintain client relationships. 
- Prepare and present sales proposals. 
- Negotiate contracts and secure bookings. 
- Monitor market trends and report insights.","SG Highway, Ahmedabad",Fort Dhariyawad,15000.00,20000.00, - ,10:00 AM - 8:00 PM,false,EXPERT,,false,2023-09-15 00:00:00.0,10c95318-ca04-4d2d-b65f-c033052ec252,1b0db431-d4ae-4b96-a325-2ab60070fe90
Counter Sales Person,"- Take orders & upsell
- Understand Guest requirements
- Maintain display & general store hygiene
- Order packaging","Kudasan, Gandhinagar",Vimal Dairy & Ice Cream,15000.00,17000.00, - , - ,false,BEGINNER,,true,2025-01-24 13:16:35.366,10ebb441-04d3-40ee-9e8a-578af08e4b7a,9d2d9650-bfa1-4664-bbcc-3e059c4c48fd
Restaurant Manager / Outlet Manager,"- Oversee overall restaurant/venue operations, including staff, customer service, and profitability. 
- Develop and implement business strategies to meet goals. 
- Maintain quality standards, cleanliness, and adherence to regulations. 
- Manage budgets, analyze financial reports, and control costs.
",Indore,Nivanta Restaurant ,25000.00,30000.00,03:00 PM - 01:00 AM, - ,true,GOOD,"Accommodation and meals will be provided by us. 
",true,2024-10-27 13:26:01.795,1118b6ee-c890-4f71-a4e5-323c4b006127,69898e0c-03d1-442a-9975-2a14d6b512da
Waiter / Steward,"- Provide attentive customer service and take orders accurately. 
- Serve food and beverages promptly. 
- Ensure customer satisfaction and handle any inquiries or issues. 
- Set up and clean dining area for service.","Shilaj, Ahmedabad",Papadum,15000.00,18000.00, - ,10:00 AM - 8:00 PM,true,GOOD,,false,2024-03-04 00:00:00.0,117a8e95-189a-4a06-8e29-85adefafc43d,d46b1004-9483-4b54-9085-5e566c3c3624
Waiter / Steward,"- Provide attentive customer service and take orders accurately. 
- Serve food and beverages promptly. 
- Ensure customer satisfaction and handle any inquiries or issues. 
- Set up and clean dining area for service.",Ahmedabad,Burger Farm ,10000.00,13500.00,11:00 AM - 08:00 PM,11:00 AM - 05:00 PM,true,BEGINNER,"Food+accommodation+PF,ESIC",false,2023-09-01 00:00:00.0,119824d8-8fed-49f0-918c-735168963fbd,05d3ac6a-65cf-4b2d-8d7c-e95e73c41cb9
Kitchen Helper,"- Assist in food preparation, such as chopping vegetables and preparing ingredients. 
- Assist in cooking and assembling dishes. 
- Clean and sanitize kitchen utensils, equipment, and work areas. 
- Follow food safety and hygiene standards. 
- Receive and store incoming supplies and ingredients. ",Ahmedabad gujrat,Only Burgers,10000.00,14000.00,02:00 PM - 12:00 AM, - ,true,BEGINNER,,false,2023-09-28 00:00:00.0,11f988c6-6914-4aee-8976-105a33d9497f,c0791635-dee1-4949-bdfc-34e51ed4c5ab
Restaurant Manager / Outlet Manager,"- Oversee overall restaurant/venue operations, including staff, customer service, and profitability. 
- Develop and implement business strategies to meet goals. 
- Maintain quality standards, cleanliness, and adherence to regulations. 
- Manage budgets, analyze financial reports, and control costs.","Panjrapole, Ahmedabad",Turquoise Villa,30000.00,35000.00, - , - ,false,GOOD,,true,2025-05-17 13:48:18.266,126b02b7-6df4-46e4-bb9d-3e72fef16aec,19246a50-d69e-47a1-9789-70512c7b21ab
Fast Food Chef (Commi),"- Prepare and cook a variety of fast food items, including burgers, sandwiches, and fries.
- Ensure efficient and timely food preparation.
- Maintain cleanliness and organization in the fast food kitchen section.
- Collaborate with the kitchen team for efficient service.",Mumbai Maharashtra,Gurudev Hotel,10000.00,18000.00,08:00 AM - 08:00 PM, - ,true,BEGINNER,"Accommodation , Meal , uniform ",false,2024-03-21 11:25:58.72,12874e3e-9aed-4571-8ed1-2b4a098472e8,825b4cb8-f493-4092-af46-a5193ecab1c3
Continental Chef (Commi),"We are hiring for Urban Gourmet India Pvt Ltd.

Brand-Sage & Saffron 

Position: - Commi 3

Job Summary: - The Commis 3 Chef is a foundational role within a professional kitchen, focused on performing basic food preparation tasks while learning essential kitchen operations. As the most junior member of the culinary team, the Commis 3 assists with preparing ingredients, maintaining workstations, and supporting senior chefs during service. This position offers a great learning opportunity for individuals at the beginning of their culinary careers to develop their technical skills and gain experience in a high-paced kitchen environment. Working closely with experienced chefs, the Commis 3 will be exposed to the finer details of professional cooking, while ensuring that hygiene and food safety standards are consistently upheld. The role requires enthusiasm, dedication, and a strong willingness to learn.

Job Description:-
•	 Assist with basic food prep tasks, including washing, peeling, chopping, and slicing vegetables, fruits, meats, and other ingredients.
•	Prepare simple components like sauces, stocks, or garnishes as directed by senior chefs.
•	Aid senior chefs in setting up and maintaining kitchen stations, ensuring that all tools and ingredients are readily available during service.
•	Help in cooking basic items, such as appetizers or side dishes, while following kitchen protocols and recipes.
•	Prepare and organize missed place (ingredients and equipment) to ensure smooth service during busy hours.
•	Monitor stock levels and report any shortages or expired items to senior staff
•	Ensure that workstations are clean and organized at all times.
•	Follow strict hygiene and sanitation procedures, including proper food storage and waste disposal.
•	Clean kitchen equipment and utensils after use, ensuring they are ready for the next shift.
•	Take guidance from more experienced chefs to learn new skills, techniques, and best practices in cooking and kitchen management.
•	Participate in training sessions and apply newly acquired knowledge to daily tasks.
•	Follow all health and safety regulations, ensuring that food is handled, stored, and prepared in a way that minimizes risk to the kitchen team and diners.
•	Assist with maintaining a safe and hazard-free work environment by reporting any safety concerns to supervisors.

Job Qualification: - 
•	Culinary diploma or certificate from a recognized institution is an advantage but not required.
•	Some prior experience in a professional kitchen (e.g., internships, apprenticeships) is helpful.
•	Basic understanding of food safety and hygiene practices.
•	Understanding of basic cooking methods, knife skills, and food preparation techniques.
•	Accuracy in preparing ingredients and following recipes or instructions from senior chefs.
•	Ability to prioritize tasks and manage time efficiently during high-volume service periods.
•	Willingness to work as part of a team, supporting senior chefs and fellow kitchen staff.
•	A strong desire to develop culinary skills and progress in a professional kitchen setting.



Experience:- Fresher or 1 year

Qualification:-  Diploma in Culinary or Equivalent Degree

Service Charge -4000 to 5000 ( depending upon sales)

Time:-  9am to 6pm (When there is no event)
12 pm to event ends ( when there is event) 
","Sage & Saffron, Mahalaxmi, Mumbai ",Urban Gourmet India Pvt Ltd ,15000.00,20000.00,09:00 AM - 06:00 PM,10:00 AM - 06:00 PM,false,GOOD,"Meals, Provident Fund, Insurance, Service charge as per sales",true,2025-06-13 10:05:24.996,12afbe77-93d1-4c5f-b160-a868fc0353bf,8c330b3a-4faf-4cac-ae7e-a1f2136d0a23
Continental Chef (Commi),"- Prepare and cook a variety of continental cuisine dishes, including pasta, steaks, and seafood.
- Ensure accurate flavor profiles and presentation.
- Maintain cleanliness and organization in the continental kitchen section.
- Collaborate with the kitchen team for efficient service.",Ahmedabad,Cuppuccino ,13000.00,16000.00,10:00 AM - 11:00 PM, - ,false,BEGINNER,With break duty,false,2024-04-05 07:38:03.021,12d825bf-bc8d-40c4-bb81-4641b8b2d57e,d3d22d7f-e7fe-46f2-8a42-69f07305f468
Chaat Chef (Sous Chef),"- Prepare and assemble a variety of Indian street food snacks and chaats. 
- Create flavorful chutneys, sauces, and garnishes. 
- Maintain consistency and authenticity of chaat flavors. 
- Coordinate with the kitchen team for timely preparation and service. 
- Ensure cleanliness and hygiene in the preparation area.",Ahmedabad,Shararat,16000.00,22000.00,03:00 PM - 11:00 PM, - ,true,BEGINNER,,false,2024-01-12 00:00:00.0,12dc0652-ac9f-4463-8ab2-58e8423fcdc3,f098f487-89a2-47c7-8ec0-f3bb79117f0f
Continental Chef (Sous Chef),"- Prepare and cook a variety of continental cuisine dishes, including pasta, steaks, and seafood.
- Ensure accurate flavor profiles and presentation.
- Maintain cleanliness and organization in the continental kitchen section.
- Collaborate with the kitchen team for efficient service.",Ahmedabad,Roastea,45000.00,50000.00,12:00 PM - 11:00 PM,08:00 AM - 07:00 PM,false,BEGINNER,,false,2024-08-20 12:50:22.139,13d7481c-6670-4fbe-80fa-c27c440db0a9,97cf8b75-3748-4eec-bc02-6cff1b12d01a
Captain,"- Oversee the dining area and ensure smooth service flow. 
- Supervise waitstaff, assign sections, and provide guidance. 
- Handle customer inquiries, complaints, and special requests. 
- Collaborate with kitchen staff for timely food delivery.","Gandhidham, Gujarat",Wee Cafe,15000.00,20000.00, - , - ,true,BEGINNER,Food + Accommodation,true,2025-03-31 10:09:59.975,1415e442-07e2-4ed8-83d3-6e72df59cc76,73453a4f-4ee6-4cb9-b2d7-72ed31b9c8c4
Waiter / Steward,"- Provide attentive customer service and take orders accurately. 
- Serve food and beverages promptly. 
- Ensure customer satisfaction and handle any inquiries or issues. 
- Set up and clean dining area for service.",Ahmedabad,Candle Light Date N Dinner Restaurant ,10000.00,12000.00,11:00 AM - 11:00 PM, - ,false,BEGINNER,11 to 3 and 6 to 11,true,2024-10-14 14:30:47.028,14364908-e2b7-4cb0-9023-9b5f7875b83f,6d04926e-2725-4e78-998f-33eaf85ccc99
